Welcome to the profile statistics browser.
cProfile.out% Wed Jan 15 17:53:44 2025    cProfile.out

         53266001 function calls (53251305 primitive calls) in 21.731 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_globals.py:58(__repr__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_globals.py:65(_CopyMode)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_globals.py:1(<module>)
      100    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/__init__.py:27(decorator)
      100    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/__init__.py:16(set_module)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/__config__.py:14(DisplayModes)
     39/1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/__config__.py:25(<dictcomp>)
    347/1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/__config__.py:19(_cleanup)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/__config__.py:101(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/__config__.py:104(<listcomp>)
        1    0.000    0.000    0.033    0.033 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/__config__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/__init__.py:158(__getattr__)
        1    0.000    0.000    0.033    0.033 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/multiarray.py:73(_override___module__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/multiarray.py:107(empty_like)
      170    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/multiarray.py:761(dot)
       35    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/multiarray.py:1098(copyto)
        1    0.000    0.000    0.015    0.015 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/multiarray.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:22(get_array_function_like_doc)
        9    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:27(finalize_array_function_like)
      230    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:83(verify_matching_signatures)
      265    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:142(decorator)
      265    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:105(array_function_dispatch)
       23    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:177(decorator)
       23    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.014    0.014 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/overrides.py:1(<module>)
      509    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:13(ismethod)
      509    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:26(isfunction)
      490    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:41(iscode)
      490    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:65(getargs)
      509    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:96(getargspec)
       95    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:131(strseq)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:142(<lambda>)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:143(<lambda>)
       63    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:144(<lambda>)
       30    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_utils/_inspect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:46(_days_before_year)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:414(_check_tzinfo_arg)
       12    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:461(__new__)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:442(timedelta)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:762(date)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1183(IsoCalendarDate)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1214(time)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1563(datetime)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:2205(_create)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:2185(timezone)
        1    0.000    0.000    0.002    0.002 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:97(TooHardError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:200(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/exceptions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/printoptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/contextvars.py:1(<module>)
       25    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/dtypes.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/umath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:234(obj2sctype)
      146    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:289(issubclass_)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:364(_PreprocessDTypeError)
       73    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:471(issubdtype)
       24    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:622(_register_types)
        1    0.000    0.000    0.002    0.002 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_string_helpers.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_type_aliases.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:58(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:64(zeros_like)
       34    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:137(ones)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:872(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:876(outer)
       31    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:1927(isscalar)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:2195(identity)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:2690(extend_all)
        1    0.000    0.000    0.007    0.007 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/numeric.py:1(<module>)
      160    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.006    0.006 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/shape_base.py:1(<module>)
      155    0.001    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:41(_wrapit)
      155    0.000    0.000    0.003    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
      155    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2875(_cumsum_dispatcher)
      155    0.000    0.000    0.003    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2879(cumsum)
       31    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3519(_ndim_dispatcher)
       31    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3523(ndim)
        1    0.000    0.000    0.005    0.005 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_methods.py:50(_sum)
        1    0.000    0.000    0.004    0.004 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.004    0.004 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/struct.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/_compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/_compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/_compat_pickle.py:1(<module>)
       16    0.001    0.000    0.001    0.000 {method 'dump' of '_pickle.Pickler' objects}
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:356(_unspecified)
      315    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:430(__init__)
      314    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:440(__enter__)
      314    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:459(__call__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:363(errstate)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:550(wrapper)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:547(decorating_function)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:537(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:959(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1281(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1300(BoolFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1310(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1343(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1369(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1401(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1406(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1432(StructuredVoidFormat)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1678(_guarded_repr_or_str)
       18    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1685(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/records.py:196(record)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/records.py:282(recarray)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/memmap.py:21(memmap)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/memmap.py:1(<module>)
       31    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/function_base.py:20(_linspace_dispatcher)
       31    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/function_base.py:25(linspace)
      311    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/function_base.py:455(_needs_add_docstring)
      311    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/function_base.py:473(_add_docstring)
      311    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/function_base.py:487(add_newdoc)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/_machar.py:1(<module>)
       39    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:17(_fr0)
       42    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:25(_fr1)
        6    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:35(__init__)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:63(smallest_subnormal)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:87(_str_smallest_subnormal)
       42    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:92(_float_to_float)
       48    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:102(_float_conv)
       39    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:112(_float_to_str)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/numpy/_core/getlimits.py:33(MachArLike)
