Welcome to the profile statistics browser.
cProfile.out% Wed Jan 15 17:53:44 2025    cProfile.out

         53266001 function calls (53251305 primitive calls) in 21.731 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/calendar.py:560(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/calendar.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:85(_import_module)
      134    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:93(__init__)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:91(_LazyDescr)
       46    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:108(MovedModule)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:129(_LazyModule)
       88    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:186(_get_module)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:459(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:480(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:498(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:887(wrapper)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:885(add_metaclass)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/six.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/relativedelta.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/_common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/_common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/__init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.002    0.002 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1470(__get_gettz)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/tz.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/_factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/tz/win.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/parser/isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/parser/isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/parser/isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:567(DateFormatter)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:597(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:817(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:936(rrulewrapper)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1057(DateLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1133(RRuleLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1209(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1442(YearLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1492(MonthLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1519(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1546(DayLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1574(HourLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1599(MinuteLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1624(SecondLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1648(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1719(DateConverter)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1780(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1807(_SwitchableDateConverter)
        1    0.000    0.000    0.002    0.002 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/dates.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:66(weekday)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:77(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/dateutil/rrule.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend.py:342(Legend)
        1    0.000    0.000    0.003    0.003 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/container.py:5(Container)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/container.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:46(HandlerBase)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:166(HandlerNpoints)
        4    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:275(HandlerLine2D)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:319(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:314(HandlerPatch)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:398(HandlerLineCollection)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:503(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:513(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:772(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/quiver.py:235(QuiverKey)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/quiver.py:443(Quiver)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/quiver.py:868(Barbs)
        1    0.000    0.000    0.004    0.004 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/quiver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:322(Grid)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:434(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:438(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:510(OutOfBounds)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/streamplot.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.001    0.001 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_trifinder.py:27(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:985(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:1061(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:1215(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/site-packages/matplotlib/tri/_trirefine.py:1(<module>)
